,news,url,relevance
193,Will be right back...,https://finance.yahoo.com/m/e074e541-a391-3d14-a74d-dcf58539eb5c/5-best-chinese-stocks-tech.html,0
194,Strong Insider Buying Supports the Bullish Thesis for These 2 Stocks,https://finance.yahoo.com/news/strong-insider-buying-supports-bullish-235352871.html,0
195,Will be right back...,https://finance.yahoo.com/m/86ba3121-b1e5-30d2-93ce-ff2a3a08a7fd/stock-futures-slightly-up.html,0
196,Will be right back...,https://finance.yahoo.com/m/dbda9bae-d513-3d0d-a51a-b7cbebbc8532/gap-stock-slumps-as-ceo-steps.html,0
197,"Asian Stocks Down, Following a Wall Street Plunge",https://finance.yahoo.com/news/asian-stocks-down-following-wall-224850733.html,0
198,Will be right back...,https://finance.yahoo.com/m/fe8b4a8b-bb1f-358b-8a10-961723b727ac/twitter-stock%E2%80%99s-fall-isn%E2%80%99t.html,0
199,Will be right back...,https://finance.yahoo.com/m/318490bb-258f-3f3a-9eb4-06407347b890/%E2%80%98a-perfect-business-for-an.html,0
200,Will be right back...,https://finance.yahoo.com/m/762adc2d-2bb0-3929-a555-fbb53a9a732a/elon-musk-turns-twitter-into.html,0
201,KeyCorp (KEY) Stock Moves -0.46%: What You Should Know,https://finance.yahoo.com/news/keycorp-key-stock-moves-0-221510345.html,0
202,Corning (GLW) Stock Moves -0.49%: What You Should Know,https://finance.yahoo.com/news/corning-glw-stock-moves-0-221510532.html,0
203,Reliance Steel (RS) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/reliance-steel-rs-gains-market-221510359.html,0
204,Alaska Air Group (ALK) Dips More Than Broader Markets: What You Should Know,https://finance.yahoo.com/news/alaska-air-group-alk-dips-221510714.html,0
205,Packaging Corp. (PKG) Dips More Than Broader Markets: What You Should Know,https://finance.yahoo.com/news/packaging-corp-pkg-dips-more-221510401.html,0
206,NXP Semiconductors (NXPI) Dips More Than Broader Markets: What You Should Know,https://finance.yahoo.com/news/nxp-semiconductors-nxpi-dips-more-221510315.html,0
207,KLA (KLAC) Dips More Than Broader Markets: What You Should Know,https://finance.yahoo.com/news/kla-klac-dips-more-broader-221510836.html,0
208,New Residential Investment (NRZ) Stock Moves -1.04%: What You Should Know,https://finance.yahoo.com/news/residential-investment-nrz-stock-moves-221510264.html,0
209,Quanex Building Products (NX) Stock Moves -0.57%: What You Should Know,https://finance.yahoo.com/news/quanex-building-products-nx-stock-221510339.html,0
210,Simon Property (SPG) Stock Moves -0.48%: What You Should Know,https://finance.yahoo.com/news/simon-property-spg-stock-moves-221510550.html,0
211,Huntington Bancshares (HBAN) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/huntington-bancshares-hban-gains-market-221510367.html,0
212,Chesapeake Energy (CHK) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/chesapeake-energy-chk-gains-market-221510128.html,0
213,Sony (SONY) Stock Moves -0.71%: What You Should Know,https://finance.yahoo.com/news/sony-sony-stock-moves-0-221510838.html,0
214,Olin (OLN) Stock Moves -1.05%: What You Should Know,https://finance.yahoo.com/news/olin-oln-stock-moves-1-221510821.html,0
215,Western Digital (WDC) Stock Moves -0.93%: What You Should Know,https://finance.yahoo.com/news/western-digital-wdc-stock-moves-221510543.html,0
216,EPR Properties (EPR) Stock Moves -0.8%: What You Should Know,https://finance.yahoo.com/news/epr-properties-epr-stock-moves-221510371.html,0
217,Omega Healthcare Investors (OHI) Stock Moves -0.81%: What You Should Know,https://finance.yahoo.com/news/omega-healthcare-investors-ohi-stock-221510998.html,0
218,Best Buy (BBY) Dips More Than Broader Markets: What You Should Know,https://finance.yahoo.com/news/best-buy-bby-dips-more-221510890.html,0
219,Cal-Maine Foods (CALM) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/cal-maine-foods-calm-gains-221510892.html,0
220,Lincoln Educational Services Corporation (LINC) Stock Moves -0.62%: What You Should Know,https://finance.yahoo.com/news/lincoln-educational-services-corporation-linc-221510607.html,0
221,Will be right back...,https://finance.yahoo.com/m/80714b9f-4348-3678-9f68-aed0bf5b47d9/peninsula-biotech-targets.html,0
222,Humana (HUM) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/humana-hum-gains-market-dips-220010694.html,0
223,Arbor Realty Trust (ABR) Stock Moves -0.58%: What You Should Know,https://finance.yahoo.com/news/arbor-realty-trust-abr-stock-220010084.html,0
224,Ryder (R) Stock Moves -0.53%: What You Should Know,https://finance.yahoo.com/news/ryder-r-stock-moves-0-220010119.html,0
225,Southwestern Energy (SWN) Stock Moves -0.99%: What You Should Know,https://finance.yahoo.com/news/southwestern-energy-swn-stock-moves-220010327.html,0
226,United Rentals (URI) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/united-rentals-uri-gains-market-220010958.html,0
227,HCA Healthcare (HCA) Dips More Than Broader Markets: What You Should Know,https://finance.yahoo.com/news/hca-healthcare-hca-dips-more-220010320.html,0
228,West Fraser Timber Co. Ltd. (WFG) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/west-fraser-timber-co-ltd-220010582.html,0
229,MPLX LP (MPLX) Stock Moves -0.77%: What You Should Know,https://finance.yahoo.com/news/mplx-lp-mplx-stock-moves-220010690.html,0
230,Main Street Capital (MAIN) Stock Moves -0.12%: What You Should Know,https://finance.yahoo.com/news/main-street-capital-main-stock-220010746.html,0
231,Honeywell International Inc. (HON) Stock Moves -0.29%: What You Should Know,https://finance.yahoo.com/news/honeywell-international-inc-hon-stock-220010008.html,0
232,Genco Shipping & Trading (GNK) Dips More Than Broader Markets: What You Should Know,https://finance.yahoo.com/news/genco-shipping-trading-gnk-dips-220010312.html,0
233,Prologis (PLD) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/prologis-pld-gains-market-dips-220010133.html,0
234,"Hertz Global Holdings, Inc. (HTZ) Dips More Than Broader Markets: What You Should Know",https://finance.yahoo.com/news/hertz-global-holdings-inc-htz-220010098.html,0
235,Kimberly-Clark (KMB) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/kimberly-clark-kmb-gains-market-220010849.html,0
236,Dick's Sporting Goods (DKS) Stock Moves -0.21%: What You Should Know,https://finance.yahoo.com/news/dicks-sporting-goods-dks-stock-220010712.html,0
237,Vermilion Energy (VET) Dips More Than Broader Markets: What You Should Know,https://finance.yahoo.com/news/vermilion-energy-vet-dips-more-220010547.html,0
238,Comcast (CMCSA) Dips More Than Broader Markets: What You Should Know,https://finance.yahoo.com/news/comcast-cmcsa-dips-more-broader-220010116.html,0
239,Louisiana-Pacific (LPX) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/louisiana-pacific-lpx-gains-market-220010010.html,0
240,Earthstone Energy (ESTE) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/earthstone-energy-este-gains-market-220010592.html,0
241,Marriott International (MAR) Stock Moves -0.03%: What You Should Know,https://finance.yahoo.com/news/marriott-international-mar-stock-moves-220010890.html,0
242,Will be right back...,https://finance.yahoo.com/m/eba34896-5651-39ca-9db9-fc3fa33e17b5/stock-allocation-rules.html,0
243,Vertex Pharmaceuticals (VRTX) Stock Moves -0.07%: What You Should Know,https://finance.yahoo.com/news/vertex-pharmaceuticals-vrtx-stock-moves-215009135.html,0
244,CVS Health (CVS) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/cvs-health-cvs-gains-market-215009256.html,0
245,Danaher (DHR) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/danaher-dhr-gains-market-dips-215009998.html,0
246,Texas Instruments (TXN) Dips More Than Broader Markets: What You Should Know,https://finance.yahoo.com/news/texas-instruments-txn-dips-more-215009608.html,0
247,Pilgrim's Pride (PPC) Dips More Than Broader Markets: What You Should Know,https://finance.yahoo.com/news/pilgrims-pride-ppc-dips-more-215009996.html,0
248,Matson (MATX) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/matson-matx-gains-market-dips-215009481.html,0
249,FNF Group (FNF) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/fnf-group-fnf-gains-market-215009066.html,0
250,"Intuitive Surgical, Inc. (ISRG) Dips More Than Broader Markets: What You Should Know",https://finance.yahoo.com/news/intuitive-surgical-inc-isrg-dips-215009495.html,0
251,Goldman Sachs (GS) Stock Moves -1.11%: What You Should Know,https://finance.yahoo.com/news/goldman-sachs-gs-stock-moves-215009825.html,0
252,AutoNation (AN) Stock Moves -1%: What You Should Know,https://finance.yahoo.com/news/autonation-stock-moves-1-know-215009071.html,0
253,Annaly Capital Management (NLY) Stock Moves -0.98%: What You Should Know,https://finance.yahoo.com/news/annaly-capital-management-nly-stock-215009159.html,0
254,TotalEnergies SE Sponsored ADR (TTE) Dips More Than Broader Markets: What You Should Know,https://finance.yahoo.com/news/totalenergies-se-sponsored-adr-tte-215009375.html,0
255,Altria (MO) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/altria-mo-gains-market-dips-215009536.html,0
256,Arch Resources (ARCH) Stock Moves -0.5%: What You Should Know,https://finance.yahoo.com/news/arch-resources-arch-stock-moves-215009124.html,0
257,Moderna (MRNA) Stock Moves -0.55%: What You Should Know,https://finance.yahoo.com/news/moderna-mrna-stock-moves-0-215009501.html,0
258,Bunge (BG) Stock Moves -0.65%: What You Should Know,https://finance.yahoo.com/news/bunge-bg-stock-moves-0-215009321.html,0
259,AGNC Investment (AGNC) Stock Moves -0.7%: What You Should Know,https://finance.yahoo.com/news/agnc-investment-agnc-stock-moves-215009056.html,0
260,Eli Lilly (LLY) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/eli-lilly-lly-gains-market-215009605.html,0
261,Phillips 66 (PSX) Stock Moves -0.3%: What You Should Know,https://finance.yahoo.com/news/phillips-66-psx-stock-moves-215009693.html,0
262,Marathon Petroleum (MPC) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/marathon-petroleum-mpc-gains-market-215009406.html,0
263,"Markets Sell Off Going into Q2 Earnings, June CPI",https://finance.yahoo.com/news/markets-sell-off-going-q2-214909407.html,0
264,Pfizer (PFE) Stock Moves -0.53%: What You Should Know,https://finance.yahoo.com/news/pfizer-pfe-stock-moves-0-214509494.html,0
265,Antero Resources (AR) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/antero-resources-ar-gains-market-214509489.html,0
266,Hologic (HOLX) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/hologic-holx-gains-market-dips-214509504.html,0
267,Alpha Metallurgical (AMR) Dips More Than Broader Markets: What You Should Know,https://finance.yahoo.com/news/alpha-metallurgical-amr-dips-more-214509079.html,0
268,Bank of America (BAC) Stock Moves -1.04%: What You Should Know,https://finance.yahoo.com/news/bank-america-bac-stock-moves-214509721.html,0
269,Enterprise Products Partners (EPD) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/enterprise-products-partners-epd-gains-214509642.html,0
270,Microsoft (MSFT) Dips More Than Broader Markets: What You Should Know,https://finance.yahoo.com/news/microsoft-msft-dips-more-broader-214509510.html,0
271,ON Semiconductor Corp. (ON) Dips More Than Broader Markets: What You Should Know,https://finance.yahoo.com/news/semiconductor-corp-dips-more-broader-214509948.html,0
272,AbbVie (ABBV) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/abbvie-abbv-gains-market-dips-214509312.html,0
273,Avnet (AVT) Stock Moves -0.32%: What You Should Know,https://finance.yahoo.com/news/avnet-avt-stock-moves-0-214509000.html,0
274,PBF Energy (PBF) Stock Moves -1.08%: What You Should Know,https://finance.yahoo.com/news/pbf-energy-pbf-stock-moves-214509551.html,0
275,Apple (AAPL) Dips More Than Broader Markets: What You Should Know,https://finance.yahoo.com/news/apple-aapl-dips-more-broader-214509159.html,0
276,Visa (V) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/visa-v-gains-market-dips-214509363.html,0
277,Coca-Cola (KO) Stock Moves -0.32%: What You Should Know,https://finance.yahoo.com/news/coca-cola-ko-stock-moves-214509906.html,0
278,EOG Resources (EOG) Dips More Than Broader Markets: What You Should Know,https://finance.yahoo.com/news/eog-resources-eog-dips-more-214509114.html,0
279,Verizon Communications (VZ) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/verizon-communications-vz-gains-market-214509819.html,0
280,Nucor (NUE) Stock Moves -1.08%: What You Should Know,https://finance.yahoo.com/news/nucor-nue-stock-moves-1-214509890.html,0
281,Johnson & Johnson (JNJ) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/johnson-johnson-jnj-gains-market-214509876.html,0
282,Steel Dynamics (STLD) Stock Moves -0.41%: What You Should Know,https://finance.yahoo.com/news/steel-dynamics-stld-stock-moves-214509586.html,0
283,Dow Inc. (DOW) Stock Moves -0.72%: What You Should Know,https://finance.yahoo.com/news/dow-inc-dow-stock-moves-214509112.html,0
284,Bear Market News And How To Handle A Market Correction,https://finance.yahoo.com/m/b17261b4-7579-3a4d-b9cc-a38f9e44b33f/bear-market-news-and-how-to.html,0
285,Will be right back...,https://finance.yahoo.com/m/abe05900-0996-3d82-b2d7-00655e62af1b/the-hunt-for-america%E2%80%99s-most.html,0
286,Will be right back...,https://finance.yahoo.com/m/5f420620-387e-3a0e-94dd-3a17e4ed6b13/twitter-stock-drops-after.html,0
287,Will be right back...,https://finance.yahoo.com/m/055fcd45-fcf5-3946-8ee7-6809ac573872/u-s-stocks-end-lower-ahead.html,0
288,Will be right back...,https://finance.yahoo.com/m/16549e4f-c43f-3d0a-a81b-3e9ee3bba522/rivian-stock-edges-lower-in.html,0
289,Will be right back...,https://finance.yahoo.com/m/f77aeafb-73cc-382a-9be4-9b4f82592c27/musk%E2%80%99s-twitter-deal-cost.html,0
290,Wall Street Sours on Stocks in Anemic Trading Day: Markets Wrap,https://finance.yahoo.com/news/asia-set-cautious-open-china-223554962.html,0
291,Tesla Stock Vs. BYD Stock: TSLA Struggles As Hottest EV Stock Races Toward Buy Point,https://finance.yahoo.com/m/1290d6ab-a5b1-3718-86d9-d4814e62c904/tesla-stock-vs-byd-stock-.html,0
292,Will be right back...,https://finance.yahoo.com/m/769d6d28-4d99-3a75-97bf-f4a58c98994b/disney-makes-morningstar-list.html,0
293,Will be right back...,https://finance.yahoo.com/m/d9c4bc9f-6d50-37fc-9070-0821ab5b2959/what-big-wall-street-banks.html,0
294,US-Listed Chinese Stocks Fall on Regulatory Fines and Covid Risks,https://finance.yahoo.com/news/us-listed-chinese-stocks-fall-081951325.html,0
295,Will be right back...,https://finance.yahoo.com/m/e435c151-ff63-3bc4-9bc8-975d1ee21dd9/nasdaq-leads-stocks-to-lower.html,0
296,Will be right back...,https://finance.yahoo.com/m/e8ac05ef-3301-3b01-b5f9-ccd42826edd2/stock-market-today-7-11-.html,0
297,Stock Market Today: Nasdaq Snaps Win Streak as Twitter Drags on Tech,https://finance.yahoo.com/news/stock-market-today-nasdaq-snaps-203024834.html,0
298,Will be right back...,https://finance.yahoo.com/m/e10de297-af92-3e6e-8212-6939fef9afd4/casino-stocks-fall-as-macau.html,0
299,Will be right back...,https://finance.yahoo.com/m/f23aa566-31b6-34a6-b1ac-5541a50bcded/stock-market-closes-lower-.html,0
300,How major US stock indexes fared Monday 7/11/2022,https://finance.yahoo.com/news/major-us-stock-indexes-fared-202603339.html,0
301,Will be right back...,https://finance.yahoo.com/m/20f8460a-172d-3c40-b9fe-3a80566a44e9/derby%E2%80%99s-take-amid-anxious.html,0
302,"US STOCKS-Wall Street ends lower ahead of economic data, earnings",https://finance.yahoo.com/news/us-stocks-wall-street-ends-202000271.html,0
303,Will be right back...,https://finance.yahoo.com/m/477c7c2e-14ad-336e-ac8b-419069135528/is-the-sun-setting-on-the.html,0
304,Will be right back...,https://finance.yahoo.com/m/1b201ac6-e314-36d0-9f46-209d4233e026/hershey-stock-ibd-stock-of.html,0
305,Will be right back...,https://finance.yahoo.com/m/092e6f15-f1e0-3688-81ff-ad08f34580d2/dow-fell-twitter-stock.html,0
306,Will be right back...,https://finance.yahoo.com/m/e5f10498-799d-367b-9b21-1b7d020db025/pliant-therapeutics-stock.html,0
307,Will be right back...,https://finance.yahoo.com/m/b4da4e97-ee74-3e9b-9527-055d567cdf0c/google-stock-split-coming.html,0
308,Continental Resource Stock's Bull Signal Has Never Been Wrong,https://finance.yahoo.com/news/continental-stocks-bull-signal-never-200540787.html,0
309,"GLOBAL MARKETS-Global shares decline, bond yields slide and dollar rallies amid inflation fears",https://finance.yahoo.com/news/global-markets-global-shares-decline-200535251.html,0
310,Will be right back...,https://finance.yahoo.com/m/a81fcab5-a71a-3f3f-8e07-83d5eed24a87/u-s-stocks-close-down-.html,0
311,Stock market news live updates: Stocks fall as earnings season approaches,https://finance.yahoo.com/news/stock-market-news-live-updates-july-11-2022-115053784.html,0
312,Is Now the Time to Pull the Trigger on Nvidia Stock? This Analyst Says ‘Yes’,https://finance.yahoo.com/news/now-time-pull-trigger-nvidia-200207148.html,0
313,"US STOCKS-Wall Street ends lower ahead of inflation data, earnings",https://finance.yahoo.com/news/us-stocks-wall-street-ends-200033350.html,0
314,Stock Drubbings Finally Convince Holdout Analysts to Get Real,https://finance.yahoo.com/news/stock-drubbings-finally-convince-holdout-200011270.html,0
315,EMERGING MARKETS-Global slowdown concerns spark sell-off across Latam markets,https://finance.yahoo.com/news/emerging-markets-global-slowdown-concerns-194217595.html,0
316,Will be right back...,https://finance.yahoo.com/m/e71b3da5-6578-300c-8068-367f994e1f75/musk%E2%80%99s-twitter-crusade-was-a.html,0
317,Will be right back...,https://finance.yahoo.com/m/f5c23228-eed5-33bf-b5a3-91353049eee2/ibd-50-stocks-to-watch-this.html,0
318,Will be right back...,https://finance.yahoo.com/m/57faf6ff-34ba-37b7-9fd7-f6f2729cc1e0/rivian-stock-tumbles-amid.html,0
319,Will be right back...,https://finance.yahoo.com/m/23aa08b8-3c59-31b9-9106-c4ab8fc1e3af/natural-gas-futures-gain-more.html,0
